id,created_by,created_date,updated_by,updated_date,success_ratio_max,avg_rating_max,avg_rating_min,is_industry_type_checked,states,success_ratio_min
b87975ba-cbf5-4ce7-bd0b-cbde900a981c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-29 11:49:07,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-26 05:25:35,0,0,0,_binary '0',,0
