id,created_by,created_date,updated_by,updated_date,success_ratio_max,avg_rating_max,avg_rating_min,is_certificate_match,is_job_title_match,states,success_ratio_min
c4f433e7-75dc-4a2a-b351-0b557d59142c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-29 11:49:07,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-26 05:25:35,0,0,0,_binary '0',_binary '0',,0
