id,internal_recruiter_hourly_margin,internal_recruiter_fulltime_margin,is_internal_recruiter_overtime_enabled,internal_recruiter_overtime_margin,external_recruiter_hourly_margin,external_recruiter_fulltime_margin,is_external_recruiter_overtime_enabled,external_recruiter_overtime_margin,independent_hourly_margin,independent_fulltime_margin,is_independent_overtime_enabled,independent_overtime_margin,marketplace_hourly_margin,marketplace_fulltime_margin,set_for,client_id,created_date,updated_date,created_by,updated_by
01,30.00,10.00,_binary '',50.00,30.00,10.00,_binary '',50.00,30.00,10.00,_binary '',50.00,5.00,10.00,PLATFORM,NULL,2023-08-04 09:45:50,2025-04-15 11:36:29,01,01
129500df-684b-4260-afe4-23feca046682,50.00,15.00,_binary '',50.00,50.00,10.00,_binary '',50.00,40.00,8.00,_binary '',50.00,5.00,8.00,CLIENT,19430a8c-6324-4105-8fc5-b7973e8f5d7f,2023-08-17 10:23:59,2023-08-24 06:53:16,01,01
5178c8be-b527-468e-8e3f-008537e72271,34.00,32.00,_binary '',50.00,20.00,40.00,_binary '',50.00,20.00,20.00,_binary '',50.00,24.00,20.00,CLIENT,02,2023-08-16 12:50:55,2023-08-16 12:50:55,01,01
58a15068-075d-4e4c-854b-56aa6e0a35ee,40.00,50.00,_binary '',50.00,80.00,90.00,_binary '',50.00,55.00,88.00,_binary '0',0.00,20.00,80.00,CLIENT,0a62ef86-1190-4922-977b-b4ae61ba5633,2023-08-16 13:20:45,2023-08-16 13:21:43,01,01
af4425ce-ce19-460b-b131-b1be30ebc2b0,30.00,10.00,_binary '',50.00,35.00,15.00,_binary '',50.00,25.00,20.00,_binary '',50.00,5.00,10.00,CLIENT,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-08 08:58:55,2024-07-18 10:56:06,01,01
b0b64bde-9563-4f7d-ade0-520523cb449c,10.00,10.00,_binary '',50.00,10.00,10.00,_binary '',50.00,10.00,10.00,_binary '',50.00,10.00,10.00,CLIENT,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 06:04:53,2024-06-14 06:10:23,01,01
b9633a77-b00d-411f-9485-4055c5627d3a,30.00,10.00,_binary '',50.00,30.00,50.00,_binary '',50.00,30.00,10.00,_binary '',50.00,5.00,5.00,CLIENT,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-08-09 00:40:09,2024-07-19 05:08:20,01,01
