id,worker_id,job_detail_id,added_by,status,created_date,updated_date,created_by,updated_by
12b9ee5e-377f-4b1d-8d7a-aefaccd9ab51,33b084f8-5018-401d-a23e-352419099be5,59bc94d7-81b3-41af-95c8-62c79dc32809,33b084f8-5018-401d-a23e-352419099be5,UNSHORTLISTED,2024-08-22 13:11:01,2024-08-22 13:11:01,33b084f8-5018-401d-a23e-352419099be5,33b084f8-5018-401d-a23e-352419099be5
12bfa59c-6f6f-4f8c-b504-7ac0539a850e,33b084f8-5018-401d-a23e-352419099be5,108e604c-0fb6-442c-9c0a-81c199745f6d,33b084f8-5018-401d-a23e-352419099be5,HIRED,2024-04-08 07:28:29,2024-04-08 07:29:56,33b084f8-5018-401d-a23e-352419099be5,33b084f8-5018-401d-a23e-352419099be5
12d5ba15-8090-4391-820b-99791c4d7de2,a877c83c-637c-4b7b-8e74-6705e8ca084d,9b9b5143-a0ed-444c-9280-bc564df43998,18c191bf-3acf-42b7-a6f9-269d629dd762,HIRED,2023-08-02 07:26:43,2023-08-02 07:28:37,18c191bf-3acf-42b7-a6f9-269d629dd762,18c191bf-3acf-42b7-a6f9-269d629dd762
12f4d5d5-ba0f-4592-89ed-55c80bd2368a,1825fbea-7e33-498e-8cda-2020a840633a,68e4b62d-9692-45e0-9dd5-c97f42abd63a,1825fbea-7e33-498e-8cda-2020a840633a,UNSHORTLISTED,2023-10-03 04:06:20,2023-10-03 04:06:20,1825fbea-7e33-498e-8cda-2020a840633a,1825fbea-7e33-498e-8cda-2020a840633a
130a557f-a262-4844-9b7c-c6983ee53dd0,cdcebaae-d840-4378-9f18-ea917e497677,cda6e278-cd10-4c67-9e0b-92918d96ea4e,cdcebaae-d840-4378-9f18-ea917e497677,COMPLETED,2023-12-06 12:17:23,2024-02-16 08:45:13,cdcebaae-d840-4378-9f18-ea917e497677,cdcebaae-d840-4378-9f18-ea917e497677
130b4031-7dbc-4fb1-9fb9-c611773d97d0,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,6df1fcf4-c878-4e2a-86f0-67d88b657b38,61703f25-0098-4ed7-bc9f-e8f65e8953f8,HIRED,2024-06-14 05:19:43,2024-06-14 05:20:08,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
1395b410-b14a-4947-825f-38e5c2707abd,ea8d9856-029d-4071-8305-def44004aca8,0b587c31-f62f-4039-b90e-add74622015f,ea8d9856-029d-4071-8305-def44004aca8,HIRED,2024-07-10 06:27:17,2024-07-10 06:28:29,ea8d9856-029d-4071-8305-def44004aca8,ea8d9856-029d-4071-8305-def44004aca8
14406bde-b660-471f-aefa-e2f469a20220,ea8d9856-029d-4071-8305-def44004aca8,c7f8ae36-e981-474c-b3ca-059f223ecd4e,ea8d9856-029d-4071-8305-def44004aca8,OFFER_REJECTED,2024-08-22 06:33:26,2024-08-22 06:33:52,ea8d9856-029d-4071-8305-def44004aca8,ea8d9856-029d-4071-8305-def44004aca8
147479b5-54bb-4b31-aa27-bf05bc4bbffe,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,eb87cfa9-7775-46f4-adc0-5b49ade2cc25,61703f25-0098-4ed7-bc9f-e8f65e8953f8,UNSHORTLISTED,2024-08-27 10:56:31,2024-08-27 10:56:31,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
15ded9be-b751-403a-af49-a6d8e64249ac,225f0fcb-938d-4cb2-a61f-02565cd25cd0,71b3e8cf-717c-45f4-8e34-07df032b5751,225f0fcb-938d-4cb2-a61f-02565cd25cd0,OFFER_REJECTED,2024-07-05 09:26:21,2024-07-05 09:29:30,225f0fcb-938d-4cb2-a61f-02565cd25cd0,225f0fcb-938d-4cb2-a61f-02565cd25cd0
1602e231-fe4e-4551-815a-a058c4957a21,4416aada-c580-4350-aed1-803fa7e7f93c,acafdca6-623f-4a89-b94c-728b87fbea97,4416aada-c580-4350-aed1-803fa7e7f93c,UNSHORTLISTED,2025-04-17 03:54:11,2025-04-17 03:54:11,4416aada-c580-4350-aed1-803fa7e7f93c,4416aada-c580-4350-aed1-803fa7e7f93c
162a6492-cae1-4e6c-ad6a-b432041a2417,e840ef5d-2d1f-49e1-89b6-56a328cf9708,1cbce746-eaf7-46bf-bf12-5900642b4ecb,61703f25-0098-4ed7-bc9f-e8f65e8953f8,UNSHORTLISTED,2024-06-26 06:48:44,2024-06-26 06:48:44,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
16ba223f-cb88-4f99-b195-a042ab75bc47,a877c83c-637c-4b7b-8e74-6705e8ca084d,3292cfb9-6fe7-4a65-b387-0e9eeff69fac,18c191bf-3acf-42b7-a6f9-269d629dd762,TERMINATED,2023-08-11 08:38:19,2023-08-11 08:39:00,18c191bf-3acf-42b7-a6f9-269d629dd762,18c191bf-3acf-42b7-a6f9-269d629dd762
16f7a61a-8b9c-45ec-b091-80e8b9e6338f,97f643e5-b5b2-43a2-9c7a-ae9743219120,027f3513-ce7a-4d5d-8ff2-335435b19bc0,97f643e5-b5b2-43a2-9c7a-ae9743219120,HIRED,2024-04-02 06:08:34,2024-04-02 06:11:29,97f643e5-b5b2-43a2-9c7a-ae9743219120,97f643e5-b5b2-43a2-9c7a-ae9743219120
181280af-0257-4763-9286-df994ecd41ee,0c36a187-4358-49d8-96da-a03c74687490,2433b62b-e063-471c-91bc-3affcf0d7674,0c36a187-4358-49d8-96da-a03c74687490,HIRED,2024-04-23 05:12:38,2024-04-23 05:24:29,0c36a187-4358-49d8-96da-a03c74687490,0c36a187-4358-49d8-96da-a03c74687490
18d0daab-5106-485c-9410-6083884163fa,9e11456c-f0f6-48c7-9cbf-6f4447379727,f2252132-cceb-4075-b19c-47ae801bb912,9e11456c-f0f6-48c7-9cbf-6f4447379727,UNSHORTLISTED,2024-02-12 12:07:29,2024-02-12 12:07:29,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
19d255fa-62ab-48de-982d-ceedf5ab48c6,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,ff2ed39f-9c22-40af-8be5-a9dbd426cff5,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,OFFERED,2024-07-09 09:36:39,2024-07-09 09:37:10,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
1be14b4e-68b6-4a94-a356-540c9b1b9c29,33b084f8-5018-401d-a23e-352419099be5,991235fd-a85e-490d-82f9-77b939edfdd7,33b084f8-5018-401d-a23e-352419099be5,UNSHORTLISTED,2024-08-22 07:06:50,2024-08-22 07:06:50,33b084f8-5018-401d-a23e-352419099be5,33b084f8-5018-401d-a23e-352419099be5
1c5e8005-0d46-4cad-8ab7-d250a0c72291,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,027f3513-ce7a-4d5d-8ff2-335435b19bc0,61703f25-0098-4ed7-bc9f-e8f65e8953f8,UNSHORTLISTED,2024-04-18 06:34:41,2024-06-03 10:01:50,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
1cea0cde-1ecd-420f-9f6b-239c1ff7d3fc,8d250d37-5fe6-4b9c-b0cd-10fc41594c05,d839f045-c281-4f90-8523-e28889d32283,c8367fc3-d459-4b83-b48b-37521e6d4795,UNSHORTLISTED,2025-04-17 05:50:09,2025-04-17 05:50:09,c8367fc3-d459-4b83-b48b-37521e6d4795,c8367fc3-d459-4b83-b48b-37521e6d4795
1cf59013-ec3d-431a-8ca3-db66efa2da49,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,351505fe-26ef-4c90-8db7-89724ab751ee,61703f25-0098-4ed7-bc9f-e8f65e8953f8,OFFERED,2024-07-04 05:27:23,2024-07-04 05:28:31,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
1e37d85e-13cc-47ab-8024-336e7c305a9d,9e11456c-f0f6-48c7-9cbf-6f4447379727,c68f7b55-0730-47b0-b1ed-7b98d676ca59,9e11456c-f0f6-48c7-9cbf-6f4447379727,INTERVIEWING,2024-08-23 09:58:30,2024-08-23 10:00:03,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
1ecae021-1940-4567-a169-1668c806dc64,0e76c014-4f8f-42a4-9533-cbe04e61429c,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,90dfd38a-26c0-4af5-9b00-72e614d11753,TERMINATED,2023-08-11 14:14:06,2023-11-23 11:22:53,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
1ed32260-0da1-43cd-9f98-871d79314e1b,0c36a187-4358-49d8-96da-a03c74687490,17eb16d7-8818-4b2d-989a-aba3a1a6857b,0c36a187-4358-49d8-96da-a03c74687490,INTERVIEWING,2024-06-19 05:13:27,2024-08-13 10:02:03,0c36a187-4358-49d8-96da-a03c74687490,0c36a187-4358-49d8-96da-a03c74687490
1f8245a5-9257-49f7-877d-4af83b8a41d5,33b084f8-5018-401d-a23e-352419099be5,027f3513-ce7a-4d5d-8ff2-335435b19bc0,33b084f8-5018-401d-a23e-352419099be5,INTERVIEWING,2024-04-17 06:46:42,2024-04-17 07:01:12,33b084f8-5018-401d-a23e-352419099be5,33b084f8-5018-401d-a23e-352419099be5
202f9893-75a9-4d31-9046-87ccd59b6f19,dd272510-abea-4d7c-989b-4bce3091cca2,f1bbae32-a7f2-411c-9353-b768316d7e69,61703f25-0098-4ed7-bc9f-e8f65e8953f8,OFFER_APPROVED,2023-08-24 05:38:23,2023-08-24 05:38:59,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
2198858c-2bbc-4a71-a922-d5342122be66,eb304ab1-070e-4270-ba67-5fb1fa5cbd20,ae6e660d-f6c0-4ee5-a29c-ddcabd3e805c,61703f25-0098-4ed7-bc9f-e8f65e8953f8,UNSHORTLISTED,2024-08-16 10:53:00,2024-08-16 10:53:00,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
21becf8d-4230-48cf-a83b-7a8e6e56ba1c,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c2e1bd4e-1a74-4f7d-b9ec-d0da56ede3ee,61703f25-0098-4ed7-bc9f-e8f65e8953f8,UNSHORTLISTED,2024-07-05 06:28:34,2024-07-05 06:28:34,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
221f8f5e-726a-454a-af9e-317c68f2566f,54fea194-4220-40ff-83dd-00c5a946dc25,5e6aecc3-a0ee-4beb-8b58-e94532f02ba9,54fea194-4220-40ff-83dd-00c5a946dc25,TERMINATED,2023-10-24 04:05:36,2023-10-24 04:18:20,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
229c0d90-fed9-47b5-8581-0c7ed2464d37,67ef48a7-3430-4c29-873e-75cee189c472,10caf7a2-3661-495a-aa6f-8ce1d0d6f837,61703f25-0098-4ed7-bc9f-e8f65e8953f8,OFFERED,2024-06-14 06:18:13,2024-06-14 06:31:01,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
22a86037-3829-400f-9af1-84eda36a9115,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,9b9b5143-a0ed-444c-9280-bc564df43998,b91189e3-47b3-44b1-a685-0252e97c7d1c,HIRED,2023-08-02 05:14:13,2023-08-02 05:17:52,b91189e3-47b3-44b1-a685-0252e97c7d1c,b91189e3-47b3-44b1-a685-0252e97c7d1c
2302394e-2946-4af1-83a6-10711e9b1205,a67a5cbd-c05f-40d6-b194-acad31f5ee97,b50ec2f7-4d4c-45c0-877c-059f4b34a15c,a67a5cbd-c05f-40d6-b194-acad31f5ee97,HIRED,2024-07-09 09:21:28,2024-07-09 09:33:05,a67a5cbd-c05f-40d6-b194-acad31f5ee97,a67a5cbd-c05f-40d6-b194-acad31f5ee97
24ba3c37-5e08-4341-8a25-3ff7f01c05fb,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,3292cfb9-6fe7-4a65-b387-0e9eeff69fac,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,TERMINATED,2023-08-15 04:34:30,2023-08-15 04:47:05,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc
25d32744-191a-4360-b246-7e5e09ac8e93,67ef48a7-3430-4c29-873e-75cee189c472,8c4070fc-b105-4b6b-84d8-1fc51bfd855b,67ef48a7-3430-4c29-873e-75cee189c472,HIRED,2024-03-08 12:50:25,2024-03-08 12:51:48,67ef48a7-3430-4c29-873e-75cee189c472,67ef48a7-3430-4c29-873e-75cee189c472
27526dd0-2579-41c3-afbc-cfb3f5535397,1ec5afe3-043f-45dd-8f4c-7a84d55db398,4474b05c-ab3e-45e1-aa5c-be9afc55d8dc,1ec5afe3-043f-45dd-8f4c-7a84d55db398,TERMINATED,2024-01-24 05:22:12,2024-01-24 05:22:12,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
27dc317b-dbc5-48c0-b753-bd86e1af126b,0c36a187-4358-49d8-96da-a03c74687490,d4d8a0fe-0557-4d2f-a386-b2e919571e4c,0c36a187-4358-49d8-96da-a03c74687490,OFFER_APPROVED,2024-06-11 07:12:42,2024-06-11 07:13:34,0c36a187-4358-49d8-96da-a03c74687490,0c36a187-4358-49d8-96da-a03c74687490
27e4f5ca-a207-49ac-bfe8-4f5ec8d60f95,1ec5afe3-043f-45dd-8f4c-7a84d55db398,f5b1ce67-7ba9-4273-b46c-be19cdbee1aa,1ec5afe3-043f-45dd-8f4c-7a84d55db398,HIRED,2024-01-23 11:21:43,2024-01-23 11:41:08,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
29647953-71c6-462e-9f19-981f7a6cbd77,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,59bc94d7-81b3-41af-95c8-62c79dc32809,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,INTERVIEWING,2024-07-09 09:30:24,2024-07-09 09:31:09,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
2ab18587-bfef-4ca5-b891-fb3187352a36,0c36a187-4358-49d8-96da-a03c74687490,872c21a4-2850-4e6a-a0d5-e1b847680f66,0c36a187-4358-49d8-96da-a03c74687490,HIRED,2024-04-02 06:00:28,2024-04-02 06:01:21,0c36a187-4358-49d8-96da-a03c74687490,0c36a187-4358-49d8-96da-a03c74687490
2c3c2438-1eef-4663-af41-d378976b639a,9fa846ef-a892-4e3f-9e8c-1840dce7afae,019e283f-1f41-49c9-b4da-b902aaca8ef0,c8367fc3-d459-4b83-b48b-37521e6d4795,INTERVIEWING,2023-08-08 05:29:38,2024-07-22 04:26:55,c8367fc3-d459-4b83-b48b-37521e6d4795,c8367fc3-d459-4b83-b48b-37521e6d4795
2c837182-82fb-4d14-9655-4b8110640678,33b084f8-5018-401d-a23e-352419099be5,c8a78499-ad92-4c3b-9ee1-8da18939e46c,33b084f8-5018-401d-a23e-352419099be5,INTERVIEWING,2024-08-23 11:18:42,2024-08-23 12:44:41,33b084f8-5018-401d-a23e-352419099be5,33b084f8-5018-401d-a23e-352419099be5
2c9fcb91-e499-4cac-94bc-65bc67b6fde2,dd272510-abea-4d7c-989b-4bce3091cca2,506cce63-663d-4390-b313-149cb5630551,dd272510-abea-4d7c-989b-4bce3091cca2,OFFER_REJECTED,2024-04-11 12:13:35,2024-04-11 12:14:28,dd272510-abea-4d7c-989b-4bce3091cca2,dd272510-abea-4d7c-989b-4bce3091cca2
