id,created_by,created_date,updated_by,updated_date,answer,job_bid_detail_id,question_id
cc09b395-7517-47eb-982f-b39d3c6bca56,9e11456c-f0f6-48c7-9cbf-6f4447379727,2022-03-21 03:51:08,9e11456c-f0f6-48c7-9cbf-6f4447379727,2022-03-21 03:51:08,I am good in management,7f25876e-d17f-4ada-a081-c3abfd0cd250,c73a3f62-5009-45d8-aaac-174eef8c2df1
