id,created_by,created_date,updated_by,updated_date,approved_date,cost,requested_date,status,client_id,jobsite_id,payment_milestone_id,payment_milestone_bid_id,project_detail_id,subcontractor_id
0d4a5d1b-1695-4e68-a102-edf81340e334,NULL,2024-04-18 08:49:28,NULL,2024-04-18 08:49:28,NULL,1011,NULL,NOT_SUBMITTED,b91189e3-47b3-44b1-a685-0252e97c7d1c,3bb4bb1e-a5dc-4c51-b622-6dd237599aab,50ba5b1f-f277-4fb4-a31f-29ea7ce0fab0,a657cc64-bd2b-4c6d-88d8-d89e84f6c05a,dc30dffd-ed48-4225-99dd-b191c67a104e,c1e99329-85c4-457f-9e56-40760d57aff5
0de75607-e256-4c69-ad0b-52e8b48af475,NULL,2024-02-09 11:39:51,NULL,2024-02-09 11:39:51,NULL,7466,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,0578d357-e93d-4532-a325-30709e0e55cf,80542490-90d2-4ac0-8f58-0ec386351398,1751e7e2-fa38-4564-82fc-0943deb0b733,6c01f0ff-b347-40af-8f44-90f2f5b10b89,c1e99329-85c4-457f-9e56-40760d57aff5
0e9a6a1f-66ae-4899-8eb2-80e48f4ca9fd,NULL,2024-03-18 09:53:19,NULL,2024-03-18 09:53:19,NULL,999,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,e8effa99-2a52-4897-9507-8473a3ae3f7b,4ba7a66f-b119-4547-bf04-863ef8b14214,7b571ac9-6d92-4629-87e9-c1fda973b90a,f355d81f-6b37-47d0-8e5e-32285f3aa1f5,c1e99329-85c4-457f-9e56-40760d57aff5
0eafebca-97ea-4a45-8675-b6ef816edbad,NULL,2024-07-08 12:17:36,NULL,2024-07-08 12:19:09,NULL,1555,2024-07-08 12:18:32,REJECTED,b91189e3-47b3-44b1-a685-0252e97c7d1c,d1cb48d1-32a7-4a09-bf81-a2a2e19dd403,991c0738-3004-4290-96c0-0c30ec24c167,385b927c-98ae-4ac3-92a5-eae9c5929c96,d827840b-72da-4729-905c-62e0205f3d8b,73c35bda-c637-4513-a758-b9491df12540
0ec3384f-3130-46be-9315-31da9048f47a,NULL,2022-11-21 08:20:06,NULL,2022-11-21 08:44:55,2022-11-21 08:44:55,6000,2022-11-21 08:44:19,APPROVED,c8367fc3-d459-4b83-b48b-37521e6d4795,76e62fbc-227b-4d80-a669-3cd6224aa4bb,012885d4-017f-4f79-99af-a88efc62967a,100c56f9-8a6e-4c52-adf9-80096a983ac2,84508adf-73e6-4a7e-a61b-15991a3297fe,bfe47d0d-3682-4536-8d0b-cb82274ae3dd
0ee35e7d-847a-47f6-9f5a-7f20aac2f220,NULL,2024-03-18 09:53:19,NULL,2024-03-18 09:53:19,NULL,777,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,280f1eea-5697-4e78-992e-2f45b8341b12,b8293b45-ce88-478b-b72c-74318194b9d8,NULL,f355d81f-6b37-47d0-8e5e-32285f3aa1f5,c1e99329-85c4-457f-9e56-40760d57aff5
0f9c536b-92c3-4970-84aa-0736323cf24f,NULL,2024-07-09 06:32:49,NULL,2024-07-09 06:32:49,NULL,11,NULL,NOT_SUBMITTED,b91189e3-47b3-44b1-a685-0252e97c7d1c,56a27ce2-b1d7-4f3b-aaf8-6db2e337b729,4408b520-9582-4949-852e-fffb4f9a7e90,18b7673c-cc9c-439e-8566-fde748cce78b,a571fc93-2b19-4c94-bccd-0b75b96dca65,c1e99329-85c4-457f-9e56-40760d57aff5
1028d3bd-a64b-4695-a137-7145cb69d87a,NULL,2024-03-14 10:22:32,NULL,2024-03-14 10:22:32,NULL,88,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,b4af8470-2138-42a4-9386-fb34826bac6f,2b5198f6-d507-4cfe-a15a-c587cf21a0fa,NULL,9d85cdc1-c521-44a6-bf3e-d286e49c9b89,a3d2b1e9-d64f-46b7-85f5-af83442a5547
104891ea-a4d9-4cf7-a76b-a5551b056665,NULL,2024-08-22 12:01:07,NULL,2024-08-22 12:01:07,NULL,15,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,62f06f4c-91af-410b-af74-bb710b8bd5cc,974d5da5-b0ed-4ede-88cf-c1e580517392,2b9d414e-1b8c-4e12-9ad7-1a43f20a9f9a,ba36cab0-497e-44aa-ad5e-e0e6fdf6ae78,c1e99329-85c4-457f-9e56-40760d57aff5
1098e7c2-f7e3-4b04-a90b-fb8fb6895887,NULL,2025-04-30 06:00:54,NULL,2025-04-30 06:39:34,NULL,660.2,2025-04-30 06:31:13,REJECTED,c0f385bf-790f-431d-8dc4-1bf83ba3a392,a5bc1de9-9df3-4259-8b1f-8e9f81e90be9,9aff911b-d491-41c1-8504-a056341f2731,3ad262ea-a46d-4637-a70e-bbbad86a09f3,64c1e657-18d7-4898-9bba-836061f604bc,6fdfa82e-6825-4658-a162-a518011bffd8
11e13a63-94ac-43b0-9b2d-413d31cafc6d,NULL,2022-11-29 10:37:42,NULL,2023-12-05 12:18:50,2023-12-05 12:18:50,160,2023-12-05 12:03:35,APPROVED,c8367fc3-d459-4b83-b48b-37521e6d4795,229ffc42-d045-40bc-86ba-4de491ac66de,9b63d74f-f950-47f2-be36-c9b6247aaf64,acee7278-61ad-42b7-97d1-5d07aa6d4bcb,57afc9a4-07c3-4fed-a690-1d8a6497fc69,a3d2b1e9-d64f-46b7-85f5-af83442a5547
121295eb-6a80-47c3-baac-2840b59ab15d,NULL,2024-07-05 09:05:18,NULL,2024-07-05 09:10:35,2024-07-05 09:10:35,1111111112,2024-07-05 09:09:27,APPROVED,b91189e3-47b3-44b1-a685-0252e97c7d1c,430cc041-790d-4e8c-b062-e577b8318ceb,0f638b7e-9041-4411-9625-d9bfee64afb9,19e26676-d27b-4d8e-810f-1ead5c584640,59ce6d4c-1e47-4035-83d8-0e3fc5871ffa,8e9967a6-5915-45d4-a25e-11b1876d18df
130af089-7481-45c1-97ba-f44ca4cbf79e,NULL,2024-03-13 12:55:26,NULL,2024-03-13 12:55:26,NULL,1955,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,9d6d550c-76f6-46db-87b0-12e0d51c3e7a,4523b950-c587-4f37-8443-96b9ded964f8,1f869e59-4097-4f9c-a96f-f6d4254be14d,a527d021-84a1-4f18-b335-6c482e9cbf62,c1e99329-85c4-457f-9e56-40760d57aff5
1347a164-6bf3-47ab-962d-e83aac949033,NULL,2024-02-06 05:34:34,NULL,2024-02-06 05:34:34,NULL,55.98669623059868,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,522d12d9-a59d-4b13-8ce6-f2cc31fbf123,2537c0fb-1d60-4692-8e3b-2b02719282bd,NULL,8904f783-a5c4-49dc-8e9b-0547c4859f70,a3d2b1e9-d64f-46b7-85f5-af83442a5547
153d7b4a-0da1-4fe4-8c70-76a8e69e7cba,NULL,2024-08-23 04:34:34,NULL,2024-08-23 04:34:34,NULL,10,NULL,NOT_SUBMITTED,b91189e3-47b3-44b1-a685-0252e97c7d1c,9b52cc76-0953-46cd-8de7-456723854807,c4caadb1-fb74-490c-aa1e-00fb2518d8a0,de249843-2e83-4d55-b8fd-cbf7eb656d51,b653fbe8-8386-4310-8217-87706d634b67,a3d2b1e9-d64f-46b7-85f5-af83442a5547
156cb007-5203-4d74-98ba-a8b07deca7ef,NULL,2024-06-03 11:41:34,NULL,2024-06-03 11:41:34,NULL,151550,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,dd16a142-5f45-4c9d-9426-8c67bd706c42,817e4fee-79fd-42cc-a9d8-3174566c1e2e,NULL,9af1b097-c3c2-4e17-8918-c290ec45c374,c1e99329-85c4-457f-9e56-40760d57aff5
16710232-f152-4775-8317-4e9d3f3b5eba,NULL,2024-04-08 09:46:29,NULL,2024-04-08 09:48:07,2024-04-08 09:48:07,150,2024-04-08 09:47:27,APPROVED,3f8eb79e-f046-4317-adee-7b916a3ee09e,c3080f00-ca7c-4bff-87b1-6660b55c1c0e,f1598e42-a9db-4583-8d5b-ad59f92037de,NULL,e9e47927-dbad-49af-acf0-736819ddc8d0,1c414d9d-c37d-47cd-9f7d-882d51abb8e6
16710f7a-fba4-44a2-bb61-c51eb8526132,NULL,2024-07-08 05:00:33,NULL,2024-07-08 05:04:18,2024-07-08 05:04:18,1632,2024-07-08 05:03:19,APPROVED,c8367fc3-d459-4b83-b48b-37521e6d4795,b2e6c68b-8de7-4895-b1fd-ffa05eb0ac56,d8338ba4-a04e-44f6-81d4-199fdf740e62,18cc0f9c-f14f-4679-8074-c876d8e90bd3,525a0b6b-35ea-4eac-beed-fa3da163bcbc,73c35bda-c637-4513-a758-b9491df12540
1792b5a4-7302-4e45-b033-916908eb3275,NULL,2024-07-04 05:24:01,NULL,2024-07-04 05:24:01,NULL,842,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,a0da9ee2-0ec9-4a7b-b48f-68b289069728,e212a78e-65b6-475a-b453-ac13b2aa520f,e57402cb-bef5-49be-ad63-fb653fb5c81f,d928096a-9b2d-4119-8a05-bad12bc9dcc2,a3d2b1e9-d64f-46b7-85f5-af83442a5547
184434eb-835b-4070-8fb5-e42544a5fd51,NULL,2024-04-18 08:48:34,NULL,2024-04-18 08:48:34,NULL,899,NULL,NOT_SUBMITTED,b91189e3-47b3-44b1-a685-0252e97c7d1c,2f912154-95b9-4c30-bcd6-547ea13f8400,a0589d87-9334-42bd-bf76-43a34712f5dd,5fb430c0-40a8-4531-9a4d-3283daa1d68b,dc30dffd-ed48-4225-99dd-b191c67a104e,c1e99329-85c4-457f-9e56-40760d57aff5
18cadb41-13f4-4ed4-8984-ac33402b5982,NULL,2024-07-05 11:32:53,NULL,2024-07-05 11:32:53,NULL,99,NULL,NOT_SUBMITTED,b91189e3-47b3-44b1-a685-0252e97c7d1c,d29ccded-e86a-4646-beaf-ada7cbccbeb6,c1c8ed55-1814-4e86-97ad-0fbec3c5ce2d,d480a056-e2ef-4223-be21-59bba1e74ac9,135ae071-825b-4867-823e-a012d93dcaf0,8e9967a6-5915-45d4-a25e-11b1876d18df
18e4e841-50d8-4445-a1a3-f233faa9a864,NULL,2022-11-29 13:07:43,NULL,2022-11-29 13:07:43,NULL,0,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,225e0d98-8eb2-4b85-a3da-5dd7831a9652,20c82fbb-db37-417b-9c8f-d11836b437ed,NULL,0d42b62a-d2c1-44ab-806c-57280cd2d05a,a3d2b1e9-d64f-46b7-85f5-af83442a5547
1b2d3a2d-0f7e-4110-a1ad-c997cbc05693,NULL,2024-01-23 05:11:06,NULL,2024-07-04 06:49:38,2024-07-04 06:49:38,555,2024-01-30 06:45:03,APPROVED,c8367fc3-d459-4b83-b48b-37521e6d4795,207fa74a-25cc-4988-8bee-d4e023cacffd,4302f464-e776-48e1-b2ec-0db428e3006b,376b734e-0da5-4009-88ca-95b798cd9135,d0d81c39-d9b8-4c3e-a949-c85375dc38c1,a3d2b1e9-d64f-46b7-85f5-af83442a5547
1c2de4ba-be96-4163-a2bd-1e72e032fb8d,NULL,2023-12-28 09:08:28,NULL,2024-06-26 04:24:41,2024-06-26 04:24:41,532,2024-01-09 10:55:52,APPROVED,c8367fc3-d459-4b83-b48b-37521e6d4795,8ac5548e-4728-4dcf-be80-bd74f0a34786,39247bec-bf8c-4f97-b219-68e507a8b205,dc481bd0-0e94-45fd-b185-3535729faa48,da9ebcac-bd81-4e00-a8e8-25a9ffcc782f,a3d2b1e9-d64f-46b7-85f5-af83442a5547
1c7509f4-c0b3-4f66-baaa-92046372bd0e,NULL,2024-02-09 11:39:52,NULL,2024-02-09 11:39:52,NULL,888,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,3b121cb9-d810-43da-959a-194a841b61ac,1dc6a67b-1ab0-48cf-8c80-0e51742d4e60,8033eaa3-2e37-4010-8e6a-0c991fe49c95,6c01f0ff-b347-40af-8f44-90f2f5b10b89,c1e99329-85c4-457f-9e56-40760d57aff5
1cd73646-df67-4999-bd95-18b25e1e65dc,NULL,2024-07-03 09:41:04,NULL,2024-07-03 09:41:04,NULL,483.5,NULL,NOT_SUBMITTED,c8367fc3-d459-4b83-b48b-37521e6d4795,dd26d7d5-c439-4253-9e53-20b2b150445e,d77907f4-8374-4ee2-a76f-7b4bf9bc40bb,767d65ca-a084-4836-b1d7-c21aff1eb44a,0c6c35ad-693c-4352-aeda-4616581e606c,c1e99329-85c4-457f-9e56-40760d57aff5
1ce3fa0d-60a4-4108-a88c-d33e0f8c4c25,NULL,2025-04-21 12:25:00,NULL,2025-04-21 12:41:32,2025-04-21 12:41:32,319800,2025-04-21 12:37:16,APPROVED,c0f385bf-790f-431d-8dc4-1bf83ba3a392,540cc3cf-a547-4996-b54b-e3e0e8af8e37,a3e4dc16-39b2-43a1-9591-8932e48e1ea2,13d24038-5733-4ce9-b311-aa34161fc400,de657a5e-8e86-4341-b4b3-d161a029122d,6fdfa82e-6825-4658-a162-a518011bffd8
1d00626a-7ea3-42d3-838b-a8a3addf16d2,NULL,2024-07-09 06:08:21,NULL,2024-07-30 12:13:12,2024-07-30 12:13:12,11,2024-07-30 12:12:09,APPROVED,b91189e3-47b3-44b1-a685-0252e97c7d1c,cca6159f-575f-4103-8bf5-4e0821c4f8ef,da22d233-6d69-4414-b28f-a5963e76cd1f,debe4d14-7fb1-462e-bd36-215284c7b5b9,3d3c3770-6a10-4004-8cb8-3e07ebf39188,8e9967a6-5915-45d4-a25e-11b1876d18df
