id,created_by,created_date,updated_by,updated_date,can_modify,can_view,menu_name,user_id
f06a2f03-30bb-4681-ba1e-901ba3a40dca,NULL,2023-07-12 13:28:35,NULL,2023-07-12 13:28:35,_binary '0',_binary '0',Subcontractors,cdbdeea2-8c89-4240-8936-23c0d8dd98e2
f0cfcc91-4b85-4d5e-8276-6720b75eb87b,NULL,NULL,NULL,2023-07-12 05:21:22,_binary '',_binary '',Workers,456fd968-7d31-4963-ad9c-2eec376720cf
f12ddab6-0d05-45a0-82b1-300756f64ce1,NULL,2023-07-12 13:33:22,NULL,2023-07-12 13:33:22,_binary '0',_binary '',Projects,ce228da4-d4b2-44df-a609-a523175b9ecc
f136d23e-be2e-4abe-979b-fd4e01187d23,NULL,NULL,NULL,2023-07-12 05:20:57,_binary '0',_binary '0',Masters,2b161eb7-3fe1-456f-91e8-71ffd457f117
f4f7e3e4-c151-4496-b3d1-726f8685efc3,NULL,2023-07-12 13:28:35,NULL,2023-07-12 13:28:35,_binary '0',_binary '0',Workers,cdbdeea2-8c89-4240-8936-23c0d8dd98e2
f8b675b6-4069-4535-80bf-7aa82f415181,NULL,2024-07-05 13:11:18,01,2024-07-05 13:33:11,_binary '',_binary '',Workers,c97699af-67a5-4e1b-b7c9-d3161763475e
f8d70ab9-9d88-44ea-ae81-d73f78951d79,NULL,2023-07-28 06:47:42,NULL,2023-07-28 06:47:42,_binary '0',_binary '',Subcontractors,18c191bf-3acf-42b7-a6f9-269d629dd762
fa32deb2-58bf-4f90-b641-f2196be331a5,NULL,2023-07-13 09:03:31,NULL,2023-07-13 09:03:31,_binary '0',_binary '',Jobs,c53045b3-2e6d-44e8-8d9b-43b3fc077b89
fa64ae4b-923d-49da-a937-7ca7a7e7416c,NULL,2024-06-24 07:30:41,NULL,2024-06-24 07:30:41,_binary '0',_binary '',Clients,d0e4c624-89d2-4ead-87a4-6d4ddca45a3b
fc35719f-28cd-4049-a0eb-38e19d758f4b,NULL,NULL,NULL,2023-07-12 05:21:11,_binary '',_binary '',Workers,9593f6fb-e6ff-41a1-8bee-80782cb03fe2
fd7cc4ae-948d-45ad-b08a-0fced22fd167,NULL,2023-07-13 09:03:31,NULL,2023-07-13 09:03:31,_binary '0',_binary '0',Reports,c53045b3-2e6d-44e8-8d9b-43b3fc077b89
fdbd8377-7a79-4d9d-bb95-845fff212ec3,NULL,2023-06-12 11:58:26,NULL,2023-06-12 11:58:26,_binary '0',_binary '0',Projects,45955559-4ee8-4096-8b48-b137613f9800
fde62727-2aaf-4137-b97f-363048c05630,NULL,NULL,NULL,2023-07-12 05:21:22,_binary '',_binary '',Clients,456fd968-7d31-4963-ad9c-2eec376720cf
ff239dea-d2e6-4d6b-8719-845459d3045e,NULL,2024-07-05 13:11:18,01,2024-07-05 13:33:11,_binary '0',_binary '',Clients,c97699af-67a5-4e1b-b7c9-d3161763475e
