id,created_date,created_by,updated_date,updated_by,job_detail_id,user_id
12ab7de1-9cc8-4edb-bb31-5d41dfaf66ad,2024-04-16 11:34:29,33b084f8-5018-401d-a23e-352419099be5,2024-04-16 11:34:29,33b084f8-5018-401d-a23e-352419099be5,027f3513-ce7a-4d5d-8ff2-335435b19bc0,33b084f8-5018-401d-a23e-352419099be5
1be977d2-a7f6-4be4-a9dd-31f6f8c67960,2024-06-24 11:15:40,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-06-24 11:15:40,9e11456c-f0f6-48c7-9cbf-6f4447379727,351505fe-26ef-4c90-8db7-89724ab751ee,9e11456c-f0f6-48c7-9cbf-6f4447379727
2524691a-5004-45c1-b5b0-0b04d32e9c8d,2024-04-18 05:53:35,0c36a187-4358-49d8-96da-a03c74687490,2024-04-18 05:53:35,0c36a187-4358-49d8-96da-a03c74687490,108e604c-0fb6-442c-9c0a-81c199745f6d,0c36a187-4358-49d8-96da-a03c74687490
2c6c2eff-117c-4f66-a36c-08f6fc63e5a4,2024-07-16 11:26:07,97f643e5-b5b2-43a2-9c7a-ae9743219120,2024-07-16 11:26:07,97f643e5-b5b2-43a2-9c7a-ae9743219120,67bd3bbe-0a5f-4667-ac3e-0cca69863c8f,97f643e5-b5b2-43a2-9c7a-ae9743219120
4e13d20b-2844-4794-ae80-400d0cab2a30,2024-01-29 05:38:04,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,2024-01-29 05:38:04,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,3ebfb2b7-4f20-4d24-9e33-2f60301399d5,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc
52d667ea-271b-48b8-86d5-0fb9eb5840f5,2024-05-06 04:02:22,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,2024-05-06 04:02:22,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,01e0db0c-c0df-43a1-86e2-5fecf418829f,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
5357a8bc-cf85-44e2-94e9-1f4f22bda5a8,2024-04-25 09:01:57,0c36a187-4358-49d8-96da-a03c74687490,2024-04-25 09:01:57,0c36a187-4358-49d8-96da-a03c74687490,4b5c6505-7179-4192-9053-0c594c857d21,0c36a187-4358-49d8-96da-a03c74687490
5cb4be8f-77fd-4a3a-b759-1b2d223b5842,2024-04-11 10:27:30,67ef48a7-3430-4c29-873e-75cee189c472,2024-04-11 10:27:30,67ef48a7-3430-4c29-873e-75cee189c472,59f6c760-f357-4263-85b6-843c5740e3b9,67ef48a7-3430-4c29-873e-75cee189c472
69022373-4ff8-4f9c-bbaf-cc8b3d32fdfc,2024-04-26 03:56:16,8a251f2b-92ec-4363-ac52-5e59c5755d05,2024-04-26 03:56:16,8a251f2b-92ec-4363-ac52-5e59c5755d05,e449ef5b-731c-4926-a99d-a009b2330d86,8a251f2b-92ec-4363-ac52-5e59c5755d05
70bb5c8a-1f5b-4cd9-9a05-846ac5e3b478,2024-02-12 06:48:55,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-12 06:48:55,9e11456c-f0f6-48c7-9cbf-6f4447379727,f2252132-cceb-4075-b19c-47ae801bb912,9e11456c-f0f6-48c7-9cbf-6f4447379727
72b5f86d-d509-4ec9-81d8-498c32776019,2024-08-21 08:45:09,ea8d9856-029d-4071-8305-def44004aca8,2024-08-21 08:45:09,ea8d9856-029d-4071-8305-def44004aca8,eb87cfa9-7775-46f4-adc0-5b49ade2cc25,ea8d9856-029d-4071-8305-def44004aca8
828c9942-fae9-456b-a20b-d20f6a560cfe,2023-12-22 04:29:23,54fea194-4220-40ff-83dd-00c5a946dc25,2023-12-22 04:29:23,54fea194-4220-40ff-83dd-00c5a946dc25,bbbfae06-ee47-4947-8036-b44af41550e9,54fea194-4220-40ff-83dd-00c5a946dc25
8da0e317-2d8f-48d1-8979-4a8fee4e3075,2024-02-01 05:40:38,54fea194-4220-40ff-83dd-00c5a946dc25,2024-02-01 05:40:38,54fea194-4220-40ff-83dd-00c5a946dc25,4c903ac1-c5cd-4067-8bc4-cb5faeef7890,54fea194-4220-40ff-83dd-00c5a946dc25
b246456b-1fa2-4592-9d8b-21240e5a9b74,2024-02-15 11:54:35,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-15 11:54:35,9e11456c-f0f6-48c7-9cbf-6f4447379727,17cb0d77-8169-4f01-a7bd-e019cf08d7eb,9e11456c-f0f6-48c7-9cbf-6f4447379727
be9cc2f4-8e2b-4b7c-ae25-ab86f7bdb509,2024-04-18 05:53:46,0c36a187-4358-49d8-96da-a03c74687490,2024-04-18 05:53:46,0c36a187-4358-49d8-96da-a03c74687490,506cce63-663d-4390-b313-149cb5630551,0c36a187-4358-49d8-96da-a03c74687490
c95a583c-00d9-41c7-a67d-95a5c1e2363e,2024-02-12 11:48:34,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-12 11:48:34,9e11456c-f0f6-48c7-9cbf-6f4447379727,4c903ac1-c5cd-4067-8bc4-cb5faeef7890,9e11456c-f0f6-48c7-9cbf-6f4447379727
ce66cb98-c3b3-49fd-86aa-6ab9d9bb8005,2024-02-12 06:32:45,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-12 06:32:45,9e11456c-f0f6-48c7-9cbf-6f4447379727,5deb3b6c-3864-494c-85df-87ae18251173,9e11456c-f0f6-48c7-9cbf-6f4447379727
d9dfb97e-c3cb-4168-99bd-09bb0c1d2b1e,2024-02-12 08:55:24,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-12 08:55:24,9e11456c-f0f6-48c7-9cbf-6f4447379727,5e6aecc3-a0ee-4beb-8b58-e94532f02ba9,9e11456c-f0f6-48c7-9cbf-6f4447379727
e258ac62-5cf8-4d81-aecf-5197af673748,2024-06-18 12:17:24,dd272510-abea-4d7c-989b-4bce3091cca2,2024-06-18 12:17:24,dd272510-abea-4d7c-989b-4bce3091cca2,ac5a6d71-fce3-498d-ba65-b4b60010303a,dd272510-abea-4d7c-989b-4bce3091cca2
ec9f4108-0ded-4911-b07e-42e41a7a1e7f,2024-06-04 05:13:22,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-06-04 05:13:22,9e11456c-f0f6-48c7-9cbf-6f4447379727,8a200ec8-24eb-4606-a5ff-35714de9c7c9,9e11456c-f0f6-48c7-9cbf-6f4447379727
efdf3e1f-cba1-4e67-bce9-248025be17bd,2024-02-15 10:45:24,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-15 10:45:24,9e11456c-f0f6-48c7-9cbf-6f4447379727,9749aeb2-00a7-45bc-be40-7c287a36105a,9e11456c-f0f6-48c7-9cbf-6f4447379727
f1afe6e0-2b1e-4075-8da7-d7fbdde8db51,2024-02-12 13:09:08,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-02-12 13:09:08,9e11456c-f0f6-48c7-9cbf-6f4447379727,ff4fccf1-5e56-4f96-b1dc-d7fac04b7b31,9e11456c-f0f6-48c7-9cbf-6f4447379727
f711d34b-b9a5-497e-a6aa-a73bff6b2d0c,2024-01-29 05:30:06,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,2024-01-29 05:30:06,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,1f47be18-0f31-4e1f-adff-d21ecdecc152,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc
