id,job_detail_id,recruiter_id,created_date,updated_date,created_by,updated_by
81758858-7670-45b2-8ddb-97e7ad82eebd,520d0566-e03a-417d-99c4-6c44b625263e,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-02-22 11:52:55,2024-02-22 11:52:55,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
887f6770-f3d1-4378-9ea4-403b5c65f908,027f3513-ce7a-4d5d-8ff2-335435b19bc0,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-12 12:12:22,2024-04-12 12:12:22,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
89f4a65b-1db3-4473-ac1c-4244b4800490,2af4313f-ea1a-4f24-95c0-d8651e14657c,476dee15-d552-4120-b525-30cb64f97eee,2023-06-27 13:47:14,2023-06-27 13:47:14,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
8a2ab72f-b02e-4fc5-8198-0b332c0d88fd,10caf7a2-3661-495a-aa6f-8ce1d0d6f837,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-14 06:17:31,2024-06-14 06:17:31,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
8a3b3c59-fb48-4676-ad8d-e1833ac94941,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,476dee15-d552-4120-b525-30cb64f97eee,2023-08-02 11:01:04,2023-08-02 11:01:04,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
8cb770ee-d7f2-4a70-a28b-68ec404dd422,163cb3d1-5617-4f58-ba89-77569c13ee0f,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-08-07 04:29:06,2023-08-07 04:29:06,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
8f944623-7673-417b-895e-76ed3e61a127,0351918c-467d-460c-8425-870c27b2da74,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-16 04:56:53,2023-06-16 04:56:53,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
90055eb4-b28a-46c7-9bb2-f00f3a084b4a,351505fe-26ef-4c90-8db7-89724ab751ee,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-04 05:27:24,2024-07-04 05:27:24,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
9250b0e5-fcd9-4f69-87b5-8146a41165c6,0bd75779-6aef-4652-b7a0-5e85c11b5c5f,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-25 04:41:04,2024-06-25 04:41:04,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
9533d176-09cd-48ed-9964-ba7b2e2bdc9a,c33e547a-b10d-4f53-848b-ccaed693383b,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-11 10:21:23,2024-07-11 10:21:23,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
95a44c4b-20a5-48b4-9b33-8609723ac48c,9749aeb2-00a7-45bc-be40-7c287a36105a,01,2023-06-30 10:29:16,2023-06-30 10:29:16,01,01
96558996-adaf-4849-8e30-2864f757a116,66137bf1-7076-4a9b-b8b3-a110d67b8de7,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-19 04:58:07,2024-07-19 04:58:07,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
9755ce3d-cf9d-49c8-b5a7-1ec881ed4a9c,89b79caa-fa9f-44f1-aa47-7c30b351c915,476dee15-d552-4120-b525-30cb64f97eee,2023-06-27 13:46:53,2023-06-27 13:46:53,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
992795fa-5e84-491f-91f3-24cc2c661311,9749aeb2-00a7-45bc-be40-7c287a36105a,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-16 04:52:04,2023-06-16 04:52:04,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
9a9ebaaa-447d-4386-b567-a139b24fb898,0db26a65-855d-4144-9675-529bd899b84b,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-10 12:17:15,2024-06-10 12:17:15,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
9b29f0a4-22c3-4282-a70f-550a6dba21fa,89b79caa-fa9f-44f1-aa47-7c30b351c915,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-05 10:37:10,2024-07-05 10:37:10,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
9ef7ddd0-5ec1-4151-bb91-ad117a34f112,4063159f-6a18-4448-b109-c4d5a8222d44,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-04 06:03:31,2024-07-04 06:03:31,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
a6f966ba-c4fd-400b-987c-6c95edbded31,da98f9b6-ea82-46f9-9e0c-83f448a2818e,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-08 08:44:32,2024-07-08 08:44:32,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
aa7f0e64-a217-4409-af05-3f2b0ef7069e,51fd02b4-bdd1-4e60-bb97-e35ea75a2cf2,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-19 05:57:47,2024-06-19 05:57:47,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
