id,created_by,created_date,updated_by,updated_date,approved_date,document_name,document_path,is_auto_mobile_limit_meets,is_general_limit_meets,is_worker_limit_meets,rejected_date,status,umbrella_liability,user_id,expiry_date
02014689-43ee-460e-8938-28c6fe4390cd,NULL,2024-02-06 10:34:31,NULL,2024-02-06 10:34:31,NULL,sample.pdf,IconicWorkerUserImages/e9f80b96-4965-4262-ab51-886f6347d36d,_binary '',_binary '',_binary '',NULL,UNDER_REVIEW,1 million,04,2024-02-06
66370e3d-a54e-4be3-bf64-b736eacd128a,NULL,2023-12-25 09:44:02,NULL,2024-08-22 12:11:32,2024-08-22 12:11:32,sample.pdf,IconicWorkerUserImages/5371c657-4579-4203-977d-d5fea614c589,_binary '0',_binary '',_binary '',NULL,APPROVED,1 million,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-04-29
73296f08-b519-48a1-a632-6916e73ff8cf,NULL,2024-02-06 11:01:11,NULL,2024-02-06 11:01:11,NULL,sample.pdf,IconicWorkerUserImages/78880e82-77ac-4293-8c39-331f6003e61f,_binary '',_binary '',_binary '',NULL,UNDER_REVIEW,1 million,47a9901a-d8f7-4446-8341-e6cb74e5c1b8,2024-02-06
ca82264b-8055-4bee-88da-851197a5fac2,NULL,2024-03-28 04:40:10,NULL,2024-03-28 04:42:04,2024-03-28 04:42:04,sample.pdf,IconicWorkerUserImages/0ed9dc7d-bc59-499a-8253-a366df9af9be,_binary '',_binary '',_binary '',NULL,APPROVED,1 million,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-03-30
d63baa68-1d5f-4b9f-8eb2-72dbc4e79586,NULL,2023-11-15 05:38:53,NULL,2023-11-15 05:38:53,NULL,IW_2023_6519151.pdf,IconicWorkerUserImages/2654306a-14b0-45a1-be66-44abf581dbb4,_binary '',_binary '',_binary '',NULL,UNDER_REVIEW,1 million,17f0eece-fad0-467a-9186-64ae8ee8b419,NULL
